pc4,stedelijkheid,third_places_total_ranked,third_places_non_medical_total_ranked,third_places_medical_ranked,third_places_food_beverage_ranked,third_places_retail_ranked,third_places_community_ranked,third_places_cultural_ranked,third_places_sport_leisure_ranked,third_places_non_medical_non_retail_total_ranked,third_places_total_ranked_by_urbanisation,third_places_non_medical_total_ranked_by_urbanisation,third_places_medical_ranked_by_urbanisation,third_places_food_beverage_ranked_by_urbanisation,third_places_retail_ranked_by_urbanisation,third_places_community_ranked_by_urbanisation,third_places_cultural_ranked_by_urbanisation,third_places_sport_leisure_ranked_by_urbanisation,third_places_non_medical_non_retail_total_ranked_by_urbanisation
1412,2,76.45312886470442,60.82334033873161,90.06696428571429,29.812695109261185,55.58066541117389,41.62036438816384,74.35098650051921,77.38303727795846,65.4727971247986,51.51273885350318,25.557324840764334,80.2547770700637,6.08,18.869426751592357,15.495207667731629,53.8707102952913,58.51910828025477,33.59872611464968
1421,2,75.42666336878555,77.9824452960811,74.06994047619048,92.20863683662851,78.30508474576271,37.49838480423827,72.6246105919003,70.19014260695522,78.08898252571569,48.328025477707,57.00636942675159,44.745222929936304,88.0,56.608280254777064,11.900958466453675,49.48124501197127,44.18789808917197,60.589171974522294
1422,2,92.39426168686619,93.88057856348128,88.0704365079365,86.87565036420395,94.35028248587571,80.96653314381703,87.64278296988577,97.13535151363523,92.81199652992936,87.26114649681529,89.96815286624204,75.31847133757962,78.8,89.72929936305732,69.40894568690096,82.20271348762968,96.81528662420382,89.49044585987261
1423,3,57.58100420479841,58.49919643960935,58.23412698412699,54.539542143600414,49.792843691148775,57.00994960589223,67.04309449636553,73.40505379034276,65.93134217375139,30.67685589519651,35.1528384279476,30.349344978165938,40.19933554817276,22.270742358078603,37.130339539978095,51.76211453744494,57.751091703056765,49.34497816593886
1424,4,61.61266386346772,67.65978489306465,54.96031746031746,60.91311134235172,62.81230382925298,57.00994960589223,62.149532710280376,83.18739054290718,71.86764159127526,44.776119402985074,51.026119402985074,34.26704014939309,46.476190476190474,42.350746268656714,33.58490566037736,50.33175355450237,80.09345794392523,61.100746268656714
1426,5,24.709374227059115,24.3046112003956,26.40128968253968,17.156607700312172,23.25172630257376,21.566093810569843,19.132917964693664,29.034275706780083,24.922543066055272,47.62750570921086,46.1577479076845,50.61224489795918,32.36688040144968,44.92412349555207,40.03317666574509,36.57381615598886,54.179646936656276,46.91641182466871
1427,3,28.592629235716053,29.23723575225615,28.422619047619047,23.959417273673257,34.965473948524796,21.566093810569843,19.132917964693664,23.042281711283465,22.642210930722516,4.8034934497816595,5.458515283842795,5.021834061135371,8.859357696566999,8.624454148471617,8.433734939759036,4.955947136563877,5.131004366812228,3.820960698689956
1428,5,3.2772693544397726,5.365310916058846,1.3268849206349207,0.0,12.052730696798493,0.0,0.0,3.2524393294971228,1.115379848804065,6.571936056838366,10.702510778594979,2.6020408163265305,0.0,23.835688121402406,0.0,0.0,6.4901349948078915,2.166156982670744
1431,3,95.57259460796438,97.18135739893683,87.58680555555556,94.66701352757543,97.2253609541745,95.46453030107249,93.76947040498442,98.02351763822867,96.83975709505515,96.72489082969432,99.12663755458514,83.29694323144105,96.4562569213732,97.81659388646288,90.79956188389924,96.80616740088107,99.56331877729258,99.78165938864629
1432,4,89.29013109077418,93.81876622573866,76.62450396825396,82.32310093652445,93.98618957940992,63.98759529654994,92.71806853582555,97.79834876157118,93.2829346883133,93.47014925373134,97.57462686567165,79.36507936507937,83.14285714285714,96.36194029850746,41.132075471698116,98.5781990521327,99.62616822429906,97.57462686567165
1433,4,69.86148899332179,74.01409321300531,64.78174603174604,62.734131113423516,74.14940364092907,73.48494637550071,64.69366562824507,83.81285964473355,74.50737390011155,61.56716417910447,64.08582089552239,56.67600373482726,49.238095238095234,59.88805970149254,52.735849056603776,54.59715639810426,81.4018691588785,65.85820895522389
1435,5,52.06529804600544,53.62838422549141,51.438492063492056,42.57284079084287,56.05775266792216,66.7528104406254,38.68120456905504,55.05379034275707,51.704052546783984,89.52042628774423,89.17068222165864,89.8469387755102,72.51184834123224,91.07796964939821,91.20818357755046,69.47075208913648,89.90134994807892,86.69724770642202
1436,4,14.358149888696511,19.409074051180617,4.78670634920635,23.959417273673257,19.79912115505336,27.510014213722705,10.033748701973002,15.32399299474606,18.949064320237948,3.078358208955224,5.130597014925374,1.0270774976657329,10.285714285714285,6.529850746268656,12.169811320754716,3.6966824644549763,4.672897196261682,5.7835820895522385
1437,5,3.2772693544397726,6.651007541105204,0.0,9.482310093652444,12.052730696798493,0.0,0.0,3.2524393294971228,2.8008427314413185,6.571936056838366,13.187927973624145,0.0,18.037357122943966,23.835688121402406,0.0,0.0,6.4901349948078915,5.479102956167177
1438,5,15.767994063814001,21.510693534429475,4.78670634920635,34.65140478668054,28.562460765850595,21.566093810569843,10.033748701973002,3.2524393294971228,15.268310819184533,30.677493022075613,41.186913517626174,9.464285714285714,61.750766657373845,54.683411826268966,40.03317666574509,19.554317548746518,6.4901349948078915,29.510703363914377
1441,1,98.73856047489488,98.91210285573,96.34176587301587,98.6732570239334,99.42247332077841,87.36270836025327,94.6521287642783,95.69677257943458,98.00470938158384,89.03803131991052,90.38031319910515,78.29977628635348,89.48545861297539,95.07829977628636,75.02799552071669,61.85682326621924,77.85234899328859,83.55704697986577
1442,1,79.3346524857779,85.09086413648164,71.09375,85.95213319458897,85.51161330822347,63.98759529654994,80.71131879543094,88.04103077307981,84.3846821167431,31.319910514541387,49.44071588366891,15.771812080536913,45.19015659955257,58.053691275167786,35.27435610302352,29.30648769574944,56.711409395973156,41.49888143176734
1443,1,66.79445955973287,67.16528619112376,67.28670634920636,64.46409989594173,74.14940364092907,49.5154412714821,50.75285565939771,64.63597698273705,59.37538728466972,13.646532438478747,17.337807606263983,12.527964205816556,15.212527964205815,34.899328859060404,18.81298992161254,6.263982102908278,17.449664429530202,7.941834451901567
1444,2,68.8844917140737,62.356286314748424,77.43055555555556,51.925078043704474,60.15065913370998,66.7528104406254,70.83333333333334,67.23792844633475,64.0599826496468,35.35031847133758,28.264331210191084,52.38853503184714,20.32,26.512738853503187,47.44408945686901,45.17158818834797,38.853503184713375,31.210191082802545
1445,2,74.3259955478605,80.9247125726295,65.06696428571429,78.26482830385015,82.8750784682988,57.00994960589223,77.297507788162,84.68851638729046,78.84496220101623,46.17834394904459,64.41082802547771,24.840764331210192,64.56,66.79936305732484,32.74760383386581,60.1755786113328,73.24840764331209,61.94267515923567
1446,3,71.2094978976008,79.03325503770553,59.87103174603175,74.3366285119667,86.20213433772756,60.731360640909685,59.51453790238836,70.19014260695522,68.27363985623992,55.67685589519651,67.90393013100436,32.20524017467249,64.34108527131784,75.9825327510917,41.73055859802848,39.75770925110132,52.40174672489083,52.838427947598255
1447,2,79.09967845659163,82.48238348374336,75.76884920634922,68.02809573361083,84.23101067168864,60.731360640909685,67.04309449636553,91.66875156367276,80.38170777047962,58.51910828025477,66.95859872611464,49.124203821656046,42.0,68.63057324840764,37.85942492012779,38.467677573822826,86.38535031847134,65.36624203821655
1448,2,95.02844422458571,94.12782791445173,94.99007936507937,87.29188345473466,94.95291902071563,66.7528104406254,82.0742471443406,97.66074555916938,92.6013136695997,92.43630573248409,90.60509554140127,91.1624203821656,79.67999999999999,90.60509554140127,47.44408945686901,69.11412609736632,97.61146496815286,89.25159235668791
1451,5,13.430620826119219,17.282729632834716,6.79563492063492,9.482310093652444,23.25172630257376,0.0,10.033748701973002,18.038528896672503,12.653364729210558,26.389241309312357,33.42632513314735,13.520408163265307,18.037357122943966,44.92412349555207,0.0,19.554317548746518,34.65732087227414,24.694189602446485
1452,5,40.24239426168686,36.20966744962295,46.21775793650794,23.959417273673257,31.11111111111111,37.49838480423827,62.149532710280376,35.851888916687514,40.19085388523981,74.32123826439991,66.90337306619325,83.41836734693877,44.410370783384444,59.052851909994764,63.56096212330661,93.95543175487465,65.83592938733126,72.22222222222221
1454,5,25.94607964382884,28.619112374830014,21.465773809523807,23.959417273673257,29.99372253609542,21.566093810569843,33.57995846313603,27.107830873154864,27.12851654480109,49.86044151230652,54.12122749175754,41.454081632653065,44.410370783384444,57.14285714285714,40.03317666574509,61.532033426183844,50.77881619937694,50.63710499490316
1456,5,44.855305466237944,49.1531709729262,39.285714285714285,51.925078043704474,42.59887005649718,21.566093810569843,47.2871235721703,65.58669001751313,54.058743338703685,81.19766556711494,85.13821962972357,72.88265306122449,82.93838862559242,76.92307692307693,40.03317666574509,81.03064066852367,95.53478712357217,88.81243628950051
1458,5,12.379421221864952,5.365310916058846,22.780257936507937,9.482310093652444,3.301946013810421,0.0,10.033748701973002,6.817613209907431,6.233734043871608,24.359299670134487,10.702510778594979,43.92857142857143,18.037357122943966,6.671899529042387,0.0,19.554317548746518,13.57736240913811,12.359836901121305
1461,3,56.171160029680934,58.227222153541845,55.332341269841265,29.812695109261185,57.175141242937855,69.23375113063703,47.2871235721703,70.19014260695522,59.37538728466972,29.257641921397383,34.49781659388647,25.655021834061138,12.846068660022148,32.86026200873363,53.231106243154436,22.90748898678414,52.40174672489083,38.209606986899566
1462,4,69.11946574325995,72.97564593892942,65.06696428571429,64.46409989594173,69.8556183301946,79.0799844941207,69.09397715472481,83.18739054290718,75.98215392241914,59.79477611940298,61.940298507462686,57.70308123249299,51.90476190476191,53.35820895522389,62.075471698113205,63.69668246445498,80.09345794392523,67.25746268656717
1463,5,27.009646302250808,31.30176783285944,19.02281746031746,9.482310093652444,32.919020715630886,21.566093810569843,27.12876427829699,35.851888916687514,29.19816581980419,51.839634610504945,58.914532082170936,36.81122448979592,18.037357122943966,62.06174777603349,40.03317666574509,50.64066852367688,65.83592938733126,54.20489296636085
1464,5,28.308186989859013,28.038076400049448,29.724702380952383,29.812695109261185,25.976145637162585,37.49838480423827,27.12876427829699,25.13134851138354,29.19816581980419,54.22481603653895,53.0560486938879,56.76020408163265,54.22358516866462,49.9476713762428,63.56096212330661,50.64066852367688,47.30010384215992,54.20489296636085
1471,5,23.84368043532031,24.3046112003956,24.069940476190478,17.156607700312172,21.60703075957313,8.424861093164491,19.132917964693664,34.250688016012006,26.06270913372165,46.155798020806905,46.1577479076845,46.275510204081634,32.36688040144968,41.784406070120355,16.36715510091236,36.57381615598886,63.39563862928349,48.87869520897044
1472,5,25.612169181301013,20.744220546421065,32.948908730158735,17.156607700312172,14.28750784682988,15.221604858508853,38.68120456905504,25.13134851138354,24.922543066055272,49.226084750063436,39.741313720517375,62.5,32.36688040144968,27.995813710099426,29.029582526956045,69.47075208913648,47.30010384215992,46.91641182466871
1473,5,25.191689339599304,25.652120163184573,25.34722222222222,23.959417273673257,27.29441305712492,21.566093810569843,33.57995846313603,20.740555416562422,23.807163217251208,48.46485663537173,48.66852650266294,48.62244897959184,44.410370783384444,52.38095238095239,40.03317666574509,61.532033426183844,39.51194184839045,45.00509683995922
1474,5,52.06529804600544,52.87427370503153,52.44295634920635,34.65140478668054,58.34274952919021,41.62036438816384,53.81619937694704,52.7395546659995,48.22158879662907,89.52042628774423,88.38447882323103,90.91836734693878,61.750766657373845,92.54317111459969,68.59275642797898,87.99442896935933,88.05815160955348,82.79816513761467
1475,5,18.278506059856543,19.990110025961183,16.36904761904762,34.65140478668054,14.28750784682988,8.424861093164491,19.132917964693664,25.13134851138354,23.807163217251208,35.44785587414362,38.34643672330713,31.98979591836735,61.750766657373845,27.995813710099426,16.36715510091236,36.57381615598886,47.30010384215992,45.00509683995922
1476,5,4.748948800395746,6.651007541105204,2.951388888888889,9.482310093652444,6.541117388575016,0.0,10.033748701973002,6.817613209907431,6.233734043871608,9.48997716315656,13.187927973624145,5.790816326530612,18.037357122943966,13.134484563055992,0.0,19.554317548746518,13.57736240913811,12.359836901121305
1477,5,11.006678209250556,9.815799233527011,13.901289682539684,0.0,9.50408035153798,0.0,0.0,18.038528896672503,9.51790804312802,21.74574980969297,19.325386761349225,27.39795918367347,0.0,18.969126111983257,0.0,0.0,34.65732087227414,18.705402650356778
1481,5,4.105861983675489,4.1043392261095315,4.78670634920635,0.0,6.541117388575016,0.0,0.0,6.817613209907431,2.8008427314413185,8.221263638670388,8.24245498351509,9.464285714285714,0.0,13.134484563055992,0.0,0.0,13.57736240913811,5.479102956167177
1482,5,6.17116002968093,8.75262702435406,2.951388888888889,9.482310093652444,9.50408035153798,0.0,10.033748701973002,9.969977483112334,7.95637625480233,12.38264399898503,17.296474765407048,5.790816326530612,18.037357122943966,18.969126111983257,0.0,19.554317548746518,19.70404984423676,15.72375127420999
1483,4,61.74870145931239,67.65978489306465,55.654761904761905,62.734131113423516,64.98430634023855,60.731360640909685,74.35098650051921,75.28146109582187,70.39286156896766,44.96268656716418,51.026119402985074,35.947712418300654,49.238095238095234,45.7089552238806,37.54716981132076,73.45971563981043,64.95327102803739,58.302238805970156
1484,5,23.01508780608459,22.82111509457288,24.069940476190478,9.482310093652444,23.25172630257376,32.704483783434554,19.132917964693664,23.042281711283465,22.642210930722516,44.45572189799543,43.54552371290895,46.275510204081634,18.037357122943966,44.92412349555207,56.92562897428809,36.57381615598886,43.613707165109034,42.991845056065245
1485,5,3.2772693544397726,2.9669922116454446,4.78670634920635,9.482310093652444,3.301946013810421,0.0,0.0,3.2524393294971228,2.8008427314413185,6.571936056838366,5.959928988080142,9.464285714285714,18.037357122943966,6.671899529042387,0.0,0.0,6.4901349948078915,5.479102956167177
1486,5,19.799653722483303,23.538138212387192,13.901289682539684,0.0,19.79912115505336,21.566093810569843,33.57995846313603,31.048286214660997,26.06270913372165,38.315148439482364,44.78823231042354,27.39795918367347,0.0,38.30455259026688,40.03317666574509,61.532033426183844,57.71028037383178,48.87869520897044
1487,5,3.2772693544397726,5.365310916058846,1.3268849206349207,0.0,9.50408035153798,0.0,19.132917964693664,0.0,2.8008427314413185,6.571936056838366,10.702510778594979,2.6020408163265305,0.0,18.969126111983257,0.0,36.57381615598886,0.0,5.479102956167177
1488,5,7.012119713084343,9.815799233527011,2.951388888888889,9.482310093652444,3.301946013810421,8.424861093164491,0.0,18.038528896672503,12.653364729210558,13.981223039837603,19.325386761349225,5.790816326530612,18.037357122943966,6.671899529042387,16.36715510091236,0.0,34.65732087227414,24.694189602446485
1489,5,7.012119713084343,6.651007541105204,8.618551587301587,29.812695109261185,3.301946013810421,0.0,0.0,3.2524393294971228,7.95637625480233,13.981223039837603,13.187927973624145,17.066326530612244,54.22358516866462,6.671899529042387,0.0,0.0,6.4901349948078915,15.72375127420999
1501,1,73.67054167697255,80.23241438991222,64.05009920634922,93.26222684703434,80.66541117388574,45.600206745057505,80.71131879543094,68.0385288966725,80.38170777047962,21.92393736017897,38.81431767337807,10.961968680089486,65.54809843400447,48.65771812080537,15.22956326987682,29.30648769574944,21.812080536912752,33.89261744966443
1502,1,78.39475636903289,77.57448386697985,81.90724206349206,78.26482830385015,78.01632140615192,66.7528104406254,89.09657320872275,72.72954716037027,77.22146486553476,28.859060402684566,34.116331096196866,34.675615212527966,29.418344519015662,42.05816554809844,39.193729003359465,42.72930648769575,28.635346756152124,29.642058165548097
1503,1,79.84170170665348,75.32451477314872,86.5079365079365,85.04162330905307,75.44256120527308,57.00994960589223,77.297507788162,71.16587440580435,75.337712231999,32.43847874720358,28.635346756152124,47.0917225950783,43.40044742729307,36.577181208053695,28.331466965285557,23.154362416107382,26.39821029082774,26.174496644295303
1504,2,75.99554786049963,68.79713190752874,84.79662698412699,79.12330905306972,72.69303201506591,37.49838480423827,59.51453790238836,64.63597698273705,64.92750030982774,50.0,39.171974522293,67.19745222929936,66.47999999999999,46.65605095541402,11.900958466453675,27.37430167597765,33.43949044585987,32.48407643312102
1505,2,71.43210487261933,74.70639139572258,67.80753968253968,83.01248699271592,76.49717514124293,37.49838480423827,79.01090342679127,72.02902176632475,73.51592514561904,40.36624203821656,50.87579617834395,31.528662420382165,73.36,53.74203821656051,11.900958466453675,63.128491620111724,48.009554140127385,50.477707006369435
1506,1,98.92406628741034,99.03572753121523,96.25496031746032,99.01144640998959,99.12115505335845,94.65047163716243,97.30010384215991,98.66149612209156,98.90940637005825,90.71588366890381,91.49888143176734,77.62863534675614,91.72259507829978,92.84116331096197,87.34602463605823,77.85234899328859,89.59731543624162,90.38031319910515
1507,2,90.03215434083602,90.88886141673879,87.88442460317461,89.82830385015609,86.47834274952919,87.36270836025327,93.54880581516095,96.2096572429322,93.77865906555954,82.16560509554141,85.50955414012739,74.68152866242038,84.39999999999999,74.44267515923568,80.43130990415335,94.65283320031924,94.98407643312102,91.48089171974523
1508,2,67.1407370764284,66.54716281369761,69.15922619047619,68.02809573361083,65.5367231638418,53.223930740405734,70.83333333333334,71.16587440580435,67.85227413558061,32.324840764331206,34.31528662420382,34.15605095541402,42.0,34.07643312101911,28.27476038338658,45.17158818834797,46.17834394904459,38.375796178343954
1509,4,63.752164234479345,65.28619112374831,63.24404761904761,54.539542143600414,61.25549278091651,60.731360640909685,70.83333333333334,75.99449587190394,68.75697112405503,48.69402985074627,46.73507462686567,51.44724556489262,38.761904761904766,39.27238805970149,37.54716981132076,66.82464454976304,66.35514018691589,54.850746268656714
1511,3,81.77096215681424,87.78588206205958,71.09375,83.53277835587929,85.81293157564343,57.00994960589223,84.31983385254414,95.92194145609206,88.94534638740859,70.52401746724891,79.25764192139738,52.838427947598255,76.85492801771872,75.43668122270742,37.130339539978095,80.83700440528634,96.17903930131004,84.27947598253274
1521,2,94.73163492456096,96.11818518976388,88.57886904761905,96.04578563995838,96.74827369742623,89.15880604729293,86.82502596053997,94.70853139854891,95.24104597843599,91.71974522292994,93.94904458598727,76.91082802547771,93.84,94.18789808917197,84.185303514377,80.5267358339984,91.71974522292994,94.34713375796179
1525,5,14.358149888696511,18.049202620843122,8.618551587301587,29.812695109261185,24.607658505963588,8.424861093164491,0.0,9.969977483112334,12.653364729210558,28.165440243592997,34.8212021303576,17.066326530612244,54.22358516866462,47.43589743589743,16.36715510091236,0.0,19.70404984423676,24.694189602446485
1531,2,86.56937917388078,89.49190258375572,80.84077380952381,85.95213319458897,86.47834274952919,84.76547357539734,93.54880581516095,93.15736802601951,91.33721650762176,74.20382165605095,83.43949044585987,59.63375796178344,77.44,74.44267515923568,75.31948881789138,94.65283320031924,89.25159235668791,86.78343949044586
1534,5,17.37571110561464,20.744220546421065,12.189980158730158,9.482310093652444,19.79912115505336,21.566093810569843,19.132917964693664,25.13134851138354,21.415293097038045,33.747779751332146,39.741313720517375,24.056122448979593,18.037357122943966,38.30455259026688,40.03317666574509,36.57381615598886,47.30010384215992,40.80020387359837
1536,5,12.812268117734355,10.792434169860304,17.683531746031747,17.156607700312172,9.50408035153798,0.0,0.0,15.32399299474606,11.054653612591398,25.171276325805632,21.20213035759574,34.38775510204082,32.36688040144968,18.969126111983257,0.0,0.0,29.646936656282453,21.661569826707442
1541,2,89.56220628246352,84.96723946099641,94.13442460317461,74.3366285119667,85.19774011299435,87.36270836025327,67.04309449636553,91.88141105829372,84.62015119593505,81.36942675159236,73.08917197452229,89.01273885350318,55.279999999999994,70.78025477707006,80.43130990415335,38.467677573822826,86.86305732484077,73.88535031847134
1544,3,70.00989364333415,72.33279762640623,67.58432539682539,75.42924037460979,70.70935342121783,60.731360640909685,86.03322949117342,72.02902176632475,74.22233238319494,51.96506550218341,57.314410480349345,46.61572052401747,65.4485049833887,53.930131004366814,41.73055859802848,83.03964757709251,55.13100436681223,60.91703056768559
1546,5,16.881028938906752,16.553344047471874,19.02281746031746,17.156607700312172,19.79912115505336,0.0,10.033748701973002,18.038528896672503,14.066179204362376,32.80893174321238,32.10753233578493,36.81122448979592,32.36688040144968,38.30455259026688,0.0,19.554317548746518,34.65732087227414,27.344546381243628
1551,5,61.74870145931239,67.91939671158363,55.332341269841265,58.96201873048908,62.209667294413066,57.00994960589223,85.17653167185878,76.65749311983988,72.67319370430042,96.67597056584624,97.438498605123,93.54591836734694,88.70922776693617,94.76713762428048,84.43461432126071,99.66573816155989,98.46832814122534,98.06320081549438
1561,2,81.28864704427406,87.00704660650266,72.38343253968253,87.77315296566077,90.77212806026365,63.98759529654994,72.6246105919003,78.10858143607706,79.6753005329037,64.01273885350318,77.70700636942675,40.84394904458598,80.64,84.31528662420382,43.13099041533546,49.48124501197127,60.35031847133758,63.29617834394905
1562,2,66.57185258471432,65.73123995549511,69.15922619047619,38.943808532778355,65.5367231638418,57.00994960589223,50.75285565939771,80.39779834876157,65.93134217375139,31.449044585987263,32.961783439490446,34.15605095541402,10.16,34.07643312101911,32.74760383386581,16.520351157222667,65.92356687898089,34.79299363057325
1566,4,88.98095473658174,91.72950921003833,83.06051587301587,79.12330905306972,90.09416195856875,82.94353275617004,91.80944963655244,97.29797348011007,92.72524476391126,92.91044776119402,94.30970149253731,88.79551820728291,77.52380952380953,91.6044776119403,67.26415094339623,97.91469194312796,99.1588785046729,96.64179104477611
1567,2,78.09794706900817,78.39040672518234,79.77430555555556,64.46409989594173,81.09227871939736,45.600206745057505,69.09397715472481,88.04103077307981,75.67232618664022,56.44904458598726,58.439490445859875,57.64331210191082,35.6,61.94267515923567,19.329073482428115,41.8196328810854,78.7420382165605,55.175159235668794
1601,3,90.77417759089785,95.46297440969217,75.49603174603175,94.9401664932362,94.95291902071563,94.65047163716243,92.71806853582555,94.19564673505128,95.41454951047218,87.00873362445415,95.52401746724891,61.35371179039302,97.45293466223698,91.70305676855895,88.93756845564074,95.48458149779736,92.68558951965066,97.70742358078603
1602,3,73.18822656443236,75.57176412411918,71.36656746031747,42.57284079084287,77.79033270558693,63.98759529654994,75.80477673935619,85.13885414060546,73.78857355310447,59.388646288209614,62.55458515283843,53.275109170305676,24.695459579180508,64.73799126637554,46.22124863088718,64.53744493392071,77.9475982532751,60.1528384279476
1606,5,54.971555775414295,57.07751267152924,53.273809523809526,42.57284079084287,55.58066541117389,57.00994960589223,62.149532710280376,65.58669001751313,58.470690296195315,92.26084750063436,91.70682221658636,91.78571428571428,72.51184834123224,90.63317634746207,84.43461432126071,93.95543175487465,95.53478712357217,92.07441386340469
1607,5,43.34652485777888,46.95265174928916,38.71527777777778,42.57284079084287,48.09792843691149,32.704483783434554,33.57995846313603,53.952964723542664,45.7181806915355,78.96472976401928,82.55135683489728,71.98979591836735,72.51184834123224,83.96127681841968,56.92562897428809,61.532033426183844,88.99273104880582,79.79102956167176
1608,5,37.051694286420975,38.99122264804055,35.68948412698413,42.57284079084287,34.965473948524796,21.566093810569843,47.2871235721703,46.334751063297475,42.322468707398684,69.32250697792438,71.41770225716459,67.32142857142858,72.51184834123224,65.56776556776556,40.03317666574509,81.03064066852367,81.12668743509866,75.30581039755351
1609,5,3.2772693544397726,2.9669922116454446,4.78670634920635,0.0,3.301946013810421,8.424861093164491,0.0,3.2524393294971228,2.8008427314413185,6.571936056838366,5.959928988080142,9.464285714285714,0.0,6.671899529042387,16.36715510091236,0.0,6.4901349948078915,5.479102956167177
1611,3,81.0536730150878,86.5372728396588,72.8670634920635,72.16441207075962,90.48336472065286,80.96653314381703,75.80477673935619,82.58694020515387,78.49795513694386,69.65065502183407,77.40174672489083,56.11353711790393,62.56921373200443,81.4410480349345,69.44140197152245,64.53744493392071,72.92576419213974,67.90393013100436
1613,3,74.3259955478605,79.40412906416121,68.1795634920635,49.115504682622266,83.59070935342122,80.96653314381703,69.09397715472481,82.11158368776582,73.78857355310447,61.135371179039296,68.44978165938865,48.03493449781659,33.00110741971207,72.37991266375546,69.44140197152245,54.73568281938326,72.48908296943232,60.1528384279476
1614,4,38.41207024486767,40.36345654592657,36.84275793650794,29.812695109261185,41.15505335844319,37.49838480423827,19.132917964693664,49.074305729296974,40.19085388523981,14.55223880597015,16.417910447761194,13.912231559290383,13.80952380952381,18.37686567164179,18.49056603773585,7.867298578199051,24.205607476635514,17.44402985074627
1616,4,71.88968587682413,73.66794412164668,70.37450396825396,54.539542143600414,77.52667922159448,71.48210363096007,82.0742471443406,72.02902176632475,70.39286156896766,65.39179104477611,63.43283582089553,68.25396825396825,38.761904761904766,68.00373134328358,49.43396226415094,86.44549763033176,59.439252336448604,58.302238805970156
1617,5,37.051694286420975,39.671158363209294,34.41220238095239,23.959417273673257,39.73634651600753,37.49838480423827,43.21131879543095,44.90868151113335,40.19085388523981,69.32250697792438,72.43215825513568,65.10204081632654,44.410370783384444,72.99843014128729,63.56096212330661,75.76601671309191,79.25752855659398,72.22222222222221
1619,5,71.43210487261933,75.8561008777352,65.99702380952381,68.02809573361083,71.33709981167608,84.76547357539734,79.01090342679127,85.13885414060546,80.17102491014995,98.83278355747272,99.03626680192747,98.08673469387756,95.03763590744354,98.09000523286238,98.1752833840199,99.22005571030641,99.45482866043614,99.2354740061162
1621,2,97.57605738313134,98.76375324514774,78.18700396825396,98.82934443288242,99.2467043314501,84.76547357539734,90.26479750778816,90.95571678759069,97.57095055149337,97.92993630573248,99.68152866242038,54.060509554140125,99.83999999999999,99.84076433121018,75.31948881789138,88.74700718276138,84.39490445859873,98.72611464968153
1622,3,65.14964135542914,62.356286314748424,69.68005952380952,58.96201873048908,67.65850596359071,32.704483783434554,64.69366562824507,61.15836877658244,56.710868756971124,44.86899563318777,41.81222707423581,50.545851528384276,48.50498338870432,49.454148471615724,17.196056955093102,48.12775330396476,39.41048034934498,32.96943231441048
1623,2,43.34652485777888,36.59290394362715,51.438492063492056,17.156607700312172,40.48964218455744,32.704483783434554,47.2871235721703,32.77458093570178,33.1639608377742,5.89171974522293,4.538216560509554,8.359872611464967,2.8000000000000003,5.414012738853503,8.626198083067091,13.72705506783719,3.662420382165605,3.7420382165605095
1624,2,68.48874598070739,61.04586475460502,77.69097222222221,29.812695109261185,55.58066541117389,69.23375113063703,74.35098650051921,72.72954716037027,65.93134217375139,34.63375796178344,26.11464968152866,53.18471337579618,6.08,18.869426751592357,51.118210862619804,53.8707102952913,49.52229299363057,34.79299363057325
1625,2,88.3378679198615,87.39028310050686,89.57093253968253,73.19198751300729,89.6798493408663,90.15376663651634,88.46053997923157,83.81285964473355,83.62870244144256,78.82165605095541,78.5031847133758,78.98089171974523,52.400000000000006,81.92675159235668,85.94249201277955,83.95849960095771,72.13375796178345,71.73566878980891
1627,4,22.112292851842692,27.407590555074794,12.189980158730158,34.65140478668054,37.89077212806026,15.221604858508853,0.0,9.969977483112334,15.268310819184533,6.25,9.888059701492537,2.427637721755369,17.42857142857143,15.951492537313433,5.660377358490567,0.0,2.336448598130841,3.731343283582089
1628,2,94.64506554538708,94.21436518729138,93.9608134920635,87.77315296566077,95.20401757689893,75.41025972347849,87.64278296988577,96.74756067050288,92.42781013756351,91.56050955414013,90.76433121019109,88.45541401273886,80.64,91.0828025477707,60.063897763578275,82.20271348762968,96.2579617834395,88.93312101910828
1631,5,15.767994063814001,19.990110025961183,8.618551587301587,29.812695109261185,21.60703075957313,8.424861093164491,27.12876427829699,15.32399299474606,18.949064320237948,30.677493022075613,38.34643672330713,17.066326530612244,54.22358516866462,41.784406070120355,16.36715510091236,50.64066852367688,29.646936656282453,36.34046890927625
1633,4,52.72075191689339,58.227222153541845,46.21775793650794,34.65140478668054,64.98430634023855,60.731360640909685,38.68120456905504,60.08256192144108,52.1254182674433,30.130597014925375,37.593283582089555,21.288515406162464,17.42857142857143,45.7089552238806,37.54716981132076,21.895734597156398,40.46728971962617,30.130597014925375
1634,5,13.937670046994805,14.785511188033132,13.901289682539684,17.156607700312172,17.991211550533585,15.221604858508853,0.0,12.759569677257943,12.653364729210558,27.37883785841157,28.759827542480345,27.39795918367347,32.36688040144968,34.903192046049185,29.029582526956045,0.0,24.922118380062305,24.694189602446485
