postcode,geometry,pc4,stedelijkheid,third_places_total_ranked,third_places_non_medical_total_ranked,third_places_medical_ranked,third_places_food_beverage_ranked,third_places_retail_ranked,third_places_community_ranked,third_places_cultural_ranked,third_places_sport_leisure_ranked,third_places_non_medical_non_retail_total_ranked,third_places_total_ranked_by_urbanisation,third_places_non_medical_total_ranked_by_urbanisation,third_places_medical_ranked_by_urbanisation,third_places_food_beverage_ranked_by_urbanisation,third_places_retail_ranked_by_urbanisation,third_places_community_ranked_by_urbanisation,third_places_cultural_ranked_by_urbanisation,third_places_sport_leisure_ranked_by_urbanisation,third_places_non_medical_non_retail_total_ranked_by_urbanisation
1184,"POLYGON ((121295 478995, 121035 478883, 120950 478731, 120360 478872, 120435 478681, 120652 478539, 120766 478341, 120439 477953, 120703 477628, 120615 477389, 120269 476900, 120282 476797, 120340 476984, 120688 477445, 120813 477745, 121031 477802, 120879 478033, 121138 478280, 121166 478595, 121283 478697, 121764 478745, 121839 478902, 121679 479117, 121741 479335, 122192 479857, 122029 480006, 121652 479948, 121147 479086, 121295 478995))",1184,4,22.112292851842692,22.165904314501176,22.780257936507937,54.539542143600414,16.208411801632142,8.424861093164491,19.132917964693664,15.32399299474606,26.06270913372165,6.25,6.902985074626866,6.2558356676003735,38.761904761904766,5.130597014925374,3.018867924528302,7.867298578199051,4.672897196261682,9.60820895522388
1405,"POLYGON ((139183 477105, 139138 477143, 138868 477018, 138634 476774, 138415 476865, 138590 477240, 138312 477459, 138243 477180, 137921 476762, 137813 476705, 137898 476578, 138397 476282, 138394 476122, 138891 476193, 139477 476192, 139347 476803, 139235 477148, 139207 477143, 139185 477099, 139183 477099, 139183 477105))",1405,2,57.40786544645066,50.006181233774264,66.48065476190477,34.65140478668054,49.792843691148775,41.62036438816384,53.81619937694704,56.12959719789843,49.7459412566613,17.51592356687898,12.340764331210192,28.105095541401276,8.08,13.614649681528665,15.495207667731629,19.39345570630487,21.019108280254777,12.420382165605096
1411,"POLYGON ((138165 479490, 138165 479486, 138084 479488, 138412 478838, 138560 478404, 138854 478027, 139270 477762, 139534 477703, 140367 477788, 140744 477331, 141206 476738, 141541 476807, 141885 477009, 141861 477293, 141702 477384, 141941 477573, 141906 477876, 141464 478275, 141577 478402, 141925 478568, 141948 479048, 142080 479168, 142469 479091, 143033 479139, 143195 478959, 143546 479024, 144023 479231, 144249 479325, 144302 479776, 144176 480378, 142028 480126, 141360 479959, 140973 479713, 140429 479583, 139884 479688, 139607 479852, 139002 480456, 138819 480260, 138581 480179, 138391 480351, 138604 480544, 138683 480763, 138017 481887, 138094 481949, 138067 481982, 138053 482000, 138033 482025, 137955 481961, 137701 482220, 137400 481948, 136272 480796, 136966 480376, 136863 480283, 137186 480049, 137550 479864, 137833 479791, 138076 479506, 138165 479490))",1411,4,95.30051941627504,94.73358882432936,95.20089285714286,91.84443288241415,92.06528562460768,91.78188396433649,94.31464174454828,97.94846134600952,96.30685338951544,99.6268656716418,98.78731343283582,99.6265172735761,97.52380952380952,93.84328358208955,83.77358490566039,99.0521327014218,99.81308411214953,99.44029850746269
1695,"MULTIPOLYGON (((136878 518220, 136656 518571, 136564 518513, 136439 518717, 136290 518839, 136563 518514, 136564 518513, 136566 518513, 136656 518569, 136876 518221, 136194 517943, 135325 517648, 135694 517772, 136719 518090, 136878 518220)), ((133948 518748, 134307 518954, 134809 519002, 135110 519152, 135304 519144, 135549 519344, 135738 519049, 136082 519175, 136127 519303, 136013 519557, 135849 519640, 135487 520036, 135344 520366, 133703 519434, 133561 519249, 133832 518909, 133457 518631, 133610 518533, 133767 518469, 133948 518748)))",1695,2,56.39376700469948,61.55272592409445,51.822916666666664,38.943808532778355,61.25549278091651,45.600206745057505,67.04309449636553,72.72954716037027,62.089478250092945,14.968152866242038,26.990445859872615,8.75796178343949,10.16,27.945859872611468,19.329073482428115,38.467677573822826,49.52229299363057,27.86624203821656
1861,"MULTIPOLYGON (((107951 519129, 107775 519413, 107370 519303, 107175 518909, 107628 518598, 107710 518144, 108213 518452, 108641 518451, 108626 518324, 108397 518224, 108356 517437, 108372 517351, 108527 517370, 108657 517372, 108917 517355, 108958 517372, 109166 517434, 109220 517449, 109267 517457, 109352 517460, 109448 517470, 109358 517848, 109429 517860, 109546 517877, 109581 517882, 109591 517881, 109600 517884, 109683 517894, 109650 518224, 109316 518527, 109098 518786, 108679 518924, 108684 519342, 108189 519308, 107951 519129)), ((108437 518338, 108213 518452, 107710 518144, 107628 518598, 107175 518909, 107370 519303, 107775 519413, 107951 519129, 108189 519308, 108388 519350, 108684 519342, 108679 518924, 109098 518786, 109272 518655, 109546 519187, 109591 519432, 109176 519792, 109177 520053, 109330 520065, 109377 520252, 109073 520254, 108769 520595, 108763 520993, 108345 521730, 108556 521943, 108401 521872, 104880 521348, 104760 520254, 104879 520166, 104733 519666, 105120 519643, 105558 519894, 105757 519561, 105542 519438, 105117 519633, 104702 519655, 104450 517233, 105735 517272, 106445 517527, 106553 517509, 107009 517698, 107232 517433, 107889 517193, 108145 517321, 108371 517353, 108356 517437, 108397 518224, 108437 518338), (108467 521056, 108468 521056, 108468 521054, 108467 521056)))",1861,3,89.15409349492951,89.83805167511434,87.58680555555556,90.99895941727368,92.31638418079096,63.98759529654994,92.71806853582557,78.10858143607706,86.21886231255422,83.1877729257642,82.96943231441048,83.29694323144105,89.59025470653378,84.60698689956332,46.22124863088718,95.48458149779736,66.37554585152839,80.24017467248909
1974,"POLYGON ((101401 495720, 101565 495782, 101728 496062, 101080 496485, 100804 496415, 99748 496458, 99729 496190, 99890 495995, 99534 495829, 99415 496050, 99262 495976, 98967 494748, 100455 494413, 100534 494634, 100803 494676, 100963 494505, 101191 494466, 101321 494578, 101376 494898, 101461 494957, 101398 495305, 101200 495512, 101300 495620, 101401 495720))",1974,2,50.98936433341578,53.35640993942391,49.05753968253968,38.943808532778355,62.209667294413066,27.510014213722705,38.68120456905504,52.7395546659995,44.35493865410832,9.554140127388536,15.127388535031846,6.8471337579617835,10.16,29.219745222929937,5.5910543130990416,7.182761372705507,16.24203821656051,8.519108280254777
2202,"MULTIPOLYGON (((91103 473747, 91191 473492, 91345 473331, 91460 473445, 91189 473808, 91103 473747)), ((91103 473747, 90984 473911, 90569 474122, 90695 474454, 90584 474746, 90888 475088, 91116 475131, 91321 475381, 91213 475577, 90943 475587, 90717 475682, 89950 474401, 88812 472184, 87914 470636, 88549 470229, 89291 471566, 89669 471839, 89628 472108, 89965 472461, 90110 472692, 90386 472840, 90403 473165, 90488 473453, 90665 473350, 91103 473747)), ((89506 473051, 89520 473086, 89516 473082, 89506 473051)))",2202,2,91.55330200346278,95.25281246136728,80.65476190476191,97.35952133194588,93.38355304457,53.223930740405734,83.25545171339563,96.45984488366275,96.17052918577272,85.35031847133759,92.03821656050955,58.996815286624205,97.2,87.73885350318471,28.27476038338658,71.66799680766161,95.54140127388536,95.70063694267516
2221,"MULTIPOLYGON (((89284 468838, 89396 468822, 89583 469057, 89953 469414, 90052 469657, 89943 469609, 89805 469919, 89503 469803, 89314 470146, 88852 470029, 88549 470229, 87914 470636, 87519 470099, 87406 469837, 87539 469658, 87807 469383, 88157 469179, 88823 468824, 89147 468569, 89383 468809, 89288 468835, 89284 468838), (88690 469191, 88692 469199, 88691 469194, 88691 469192, 88692 469191, 88690 469191), (88663 469058, 88667 469057, 88665 469057, 88663 469058)), ((88690 469191, 88691 469192, 88691 469194, 88690 469195, 88690 469191)))",2221,2,76.56443235221371,75.57176412411918,79.41468253968253,69.52393340270552,79.29692404268675,75.41025972347849,67.04309449636553,74.64348261195897,71.86764159127526,51.990445859872615,52.30891719745223,56.847133757961785,44.96,58.67834394904459,60.063897763578275,38.467677573822826,52.86624203821656,46.57643312101911
2275,"POLYGON ((84662 453574, 84321 453887, 84225 453824, 83751 453336, 83337 453053, 83644 452599, 83633 452438, 84026 452849, 84293 453078, 84760 453367, 84843 453466, 84847 453469, 84662 453574))",2275,1,66.79445955973287,58.227222153541845,76.62450396825396,56.971904266389174,54.55116133082235,37.49838480423827,62.149532710280376,71.16587440580435,62.089478250092945,13.646532438478747,9.284116331096197,22.14765100671141,9.619686800894854,9.731543624161072,7.950727883538635,10.290827740492167,26.39821029082774,10.738255033557047
2511,"MULTIPOLYGON (((81274 454797, 81422 454837, 81819 454620, 81947 454612, 82213 454881, 81954 455194, 81971 455281, 81949 455303, 81853 455319, 81851 455322, 81774 455423, 81697 455549, 81693 455552, 81378 455348, 81478 455106, 81034 454909, 80973 454810, 81024 454648, 81027 454646, 81059 454638, 81274 454797)), ((81999 455274, 82072 455234, 81968 455379, 81975 455367, 81999 455274)))",2511,1,98.44175117487016,99.10990233650637,81.47321428571429,99.6618106139438,98.8449466415568,98.15221604858507,97.58566978193146,82.11158368776582,99.0953030115256,86.80089485458613,92.17002237136464,33.78076062639821,97.0917225950783,90.7158836689038,92.83314669652856,80.08948545861297,42.05816554809844,91.834451901566
2512,"POLYGON ((80811 454517, 81024 454648, 80973 454810, 80847 454904, 80651 454786, 80486 454798, 80235 454569, 80237 454566, 80238 454564, 80239 454561, 80240 454560, 80222 454525, 79926 454357, 80144 453925, 80154 453932, 80452 454156, 80833 454302, 80938 454153, 81248 454288, 81819 454620, 81422 454837, 81274 454797, 81059 454638, 80811 454517))",2512,1,99.38164729161514,99.2335270119916,99.28075396825396,99.18054110301767,98.71939736346516,98.87582374983847,99.66251298027,98.29872404303228,99.33077209071756,94.63087248322148,93.28859060402684,95.07829977628636,92.9530201342282,89.93288590604027,94.40089585666294,97.0917225950783,87.47203579418344,93.95973154362416
2542,"MULTIPOLYGON (((79359 451167, 79587 451262, 79567 451302, 79566 451303, 79359 451167)), ((79318 451015, 79165 450973, 79121 450938, 79076 450901, 79053 450883, 79051 450884, 79026 450870, 79037 450803, 79335 450883, 79318 451015)), ((78205 450670, 78199 450678, 78151 450673, 77910 450554, 77601 450675, 77490 450847, 77365 450798, 77672 450545, 77664 450351, 77617 450311, 77571 450273, 77411 450121, 77348 450088, 77502 449823, 77259 449823, 77370 449551, 77591 449630, 78117 450053, 78183 450027, 78546 450274, 78844 450584, 79135 450543, 79036 450793, 78859 450762, 78814 450627, 78451 450975, 78500 451046, 78205 450670)))",2542,1,86.65594855305466,73.80393126468043,95.2876984126984,83.01248699271592,81.09227871939736,60.731360640909685,38.68120456905504,60.08256192144108,64.92750030982774,49.44071588366891,25.95078299776286,73.37807606263982,39.03803131991051,49.55257270693512,32.026875699888016,2.237136465324385,11.85682326621924,13.31096196868009
2551,"POLYGON ((76769 453129, 76664 453448, 76322 453416, 75738 453158, 75748 453350, 75420 453212, 75360 452977, 75362 452965, 75390 452803, 75584 452610, 75871 452511, 76005 452328, 76306 452474, 76399 452613, 76928 452777, 76771 453131, 76769 453129))",2551,1,78.3329210981944,74.70639139572258,84.41220238095238,68.02809573361083,78.81983678593848,27.510014213722705,70.83333333333334,80.39779834876157,70.71508241417772,28.635346756152124,27.069351230425053,41.946308724832214,17.67337807606264,43.624161073825505,2.799552071668533,15.659955257270694,38.92617449664429,19.12751677852349
2566,"POLYGON ((77837 455125, 78184 455321, 78250 455359, 78524 455562, 78628 455543, 78760 455528, 78701 455814, 78675 455864, 78124 456564, 77507 455988, 77359 455737, 77073 455751, 76926 455580, 76385 455316, 76120 455558, 75691 455038, 75888 454868, 75734 454519, 76317 454556, 76382 454390, 76631 453698, 76847 453732, 76794 453776, 76789 453775, 76718 453946, 76593 454209, 76760 454374, 76640 454550, 77281 454974, 77559 454939, 77837 455125))",2566,1,82.93346524857779,77.83409568549882,89.12450396825396,70.99375650364203,72.04017576898933,71.48210363096007,83.25545171339563,90.3177383037278,83.00904696988475,39.70917225950783,34.675615212527966,53.13199105145414,21.252796420581653,32.32662192393736,47.704367301231805,32.662192393736014,62.86353467561522,38.59060402684564
2591,"POLYGON ((84826 456701, 84496 456461, 84420 456317, 84197 456199, 84456 455897, 84670 456121, 84790 455984, 84507 455780, 85061 456172, 85129 456221, 85522 456502, 85483 456767, 84885 457525, 84537 457255, 84670 457014, 84826 456701))",2591,1,72.14939401434577,65.02657930522932,81.0391865079365,45.850676378772114,57.77777777777777,49.5154412714821,86.03322949117342,76.65749311983988,70.71508241417772,19.910514541387027,14.876957494407158,32.662192393736014,4.250559284116331,12.751677852348994,18.81298992161254,36.12975391498882,34.34004474272931,19.12751677852349
2642,"MULTIPOLYGON (((92213 450441, 92123 450636, 91933 450583, 92079 450401, 92213 450441)), ((89991 447973, 90275 447131, 90389 446530, 90491 446192, 90727 446232, 90982 446350, 91084 446630, 90961 446996, 91092 447269, 91443 447567, 91251 447881, 91313 448038, 91296 448109, 91235 448341, 90883 448208, 90650 448018, 90548 448347, 90383 448326, 89961 448045, 89991 447973)), ((90512 449586, 90272 449454, 90391 449139, 90795 449249, 90585 449619, 90512 449586)), ((90781 445948, 90684 445684, 90704 445671, 90786 445791, 90781 445948)))",2642,2,64.3828839970319,58.89479540116207,71.09375,29.812695109261185,58.34274952919021,60.731360640909685,59.51453790238836,70.19014260695522,60.0074358656587,26.671974522292995,21.97452229299363,38.455414012738856,6.08,24.044585987261147,37.85942492012779,27.37430167597765,44.18789808917197,23.88535031847134
2719,"POLYGON ((92868 450722, 93159 450893, 93491 451291, 93109 451352, 93037 451537, 92904 451490, 92481 451529, 92226 451511, 91248 451644, 90944 451636, 90786 451541, 91140 450544, 91222 450440, 91933 450583, 92123 450636, 92213 450441, 92259 450380, 92363 450356, 92419 449914, 92526 449663, 93293 449678, 93079 449812, 92944 450128, 92950 450301, 92823 450494, 92868 450722))",2719,2,83.60128617363344,80.56620101372233,87.74801587301587,73.19198751300729,80.1757689893283,89.15880604729293,79.01090342679127,84.250688016012,81.70777047961334,67.19745222929936,63.13694267515923,74.20382165605095,52.400000000000006,60.589171974522294,84.185303514377,63.12849162011173,72.77070063694268,67.7547770700637
2906,"POLYGON ((98483 438440, 98435 438388, 98460 438147, 99470 439000, 99487 439053, 99177 439297, 98978 439090, 98771 439106, 98644 439598, 98189 439491, 98401 438493, 98426 438423, 98483 438440))",2906,2,63.55429136779619,55.95252812461368,72.38343253968253,45.850676378772114,62.81230382925298,49.5154412714821,50.75285565939771,51.4135601701276,49.7459412566613,25.318471337579616,18.630573248407643,40.84394904458598,14.72,30.17515923566879,23.722044728434504,16.520351157222667,15.047770700636942,12.420382165605096
3086,"POLYGON ((91602 432682, 91131 432232, 90871 431870, 91226 431646, 91503 431533, 92296 431561, 92468 432476, 92448 432507, 91942 432587, 91959 432772, 91856 432957, 91602 432682))",3086,1,90.67524115755629,80.03461490913585,97.16021825396824,86.40738813735692,84.030131826742,53.223930740405734,72.6246105919003,70.19014260695522,74.80480852645928,58.38926174496645,38.14317673378076,81.4317673378076,46.5324384787472,55.14541387024609,23.516237402015676,17.449664429530202,24.832214765100673,25.503355704697988
3221,"MULTIPOLYGON (((65887 428617, 65896 428656, 65964 428924, 65985 429032, 65962 429276, 65821 429636, 65599 429568, 65490 429679, 64996 429431, 64149 429131, 63713 428899, 63154 428368, 64351 429034, 64499 429037, 65877 427492, 66440 427284, 66713 427334, 67122 427309, 67312 427247, 67466 427055, 67635 427220, 67890 427098, 67773 426726, 68379 426416, 68839 427422, 68960 427569, 69343 427827, 69278 428039, 68931 428065, 68856 428006, 68855 428007, 68848 428006, 68849 428007, 68852 428010, 68852 428013, 68774 427993, 68776 427993, 68776 427990, 68776 427989, 68772 427988, 68696 428050, 68455 428046, 66830 427872, 66341 427862, 65977 428117, 65870 428381, 65887 428617)), ((68776 427989, 68776 427990, 68774 427990, 68774 427989, 68776 427989)))",3221,3,69.28023744744002,75.57176412411918,61.63194444444444,91.41519250780436,72.69303201506591,63.98759529654994,67.04309449636553,70.19014260695522,78.49795513694386,50.43668122270743,62.55458515283843,35.80786026200873,90.80841638981174,57.64192139737992,46.22124863088718,51.76211453744494,52.40174672489083,67.90393013100436
3224,"MULTIPOLYGON (((73075 429654, 72839 429741, 72589 429609, 72228 429691, 72065 429583, 72648 428967, 72690 428992, 72828 429078, 73039 429403, 73075 429654)), ((69457 426757, 69458 426753, 69529 426611, 70139 426707, 70318 426552, 70397 426827, 70217 427094, 70084 427293, 69988 427564, 69746 427900, 69997 427957, 70070 428192, 70415 428411, 70993 428862, 71006 428927, 69343 427827, 68960 427569, 68839 427422, 68379 426416, 68777 426496, 69015 426735, 69457 426757)), ((71006 428927, 71130 428907, 71183 428944, 71330 428962, 71595 429255, 71548 429317, 71006 428927)))",3224,2,77.12094978976008,80.85053776733837,72.6314484126984,79.12330905306972,87.57062146892656,49.5154412714821,67.04309449636553,71.16587440580435,70.39286156896766,54.14012738853503,64.09235668789809,41.79936305732484,66.47999999999999,77.94585987261146,23.722044728434504,38.467677573822826,46.17834394904459,43.710191082802545
3261,"MULTIPOLYGON (((87990 427090, 87990 427096, 87783 427124, 87728 426891, 88164 426715, 87151 421956, 87332 421862, 87548 421620, 87852 421612, 87989 421694, 88578 422352, 88906 422760, 89209 423532, 88966 423584, 88928 423797, 88931 424106, 89025 424253, 88987 424719, 89027 425090, 89497 425025, 90129 425163, 90285 425247, 90371 425478, 90287 425790, 90270 426138, 90179 426328, 90286 426496, 90368 426913, 90407 427480, 89982 427625, 89201 428038, 88634 427400, 88399 427250, 88026 427233, 87991 427093, 87990 427090), (89233 427182, 89077 427475, 89312 427538, 89447 427454, 89455 427264, 89359 427023, 89268 427080, 89233 427182), (89233 427182, 89077 427475, 89312 427538, 89447 427454, 89455 427264, 89359 427023, 89268 427080, 89233 427182)), ((89447 427454, 89312 427538, 89077 427475, 89233 427182, 89268 427080, 89359 427023, 89455 427264, 89447 427454)))",3261,3,87.96685629483058,89.26937816788231,85.75148809523809,79.12330905306972,93.1324544883867,79.0799844941207,70.83333333333334,87.30297723292469,81.93084644937414,81.87772925764192,81.33187772925764,80.34934497816593,70.32115171650055,86.57205240174673,66.70317634173057,57.9295154185022,81.22270742358079,72.92576419213974
3334,"POLYGON ((99874 425384, 99932 425205, 100121 425196, 100110 424882, 100251 424730, 100515 424657, 101047 424888, 101293 425152, 101743 425152, 102308 424952, 102349 425062, 102270 425464, 102033 425527, 101456 425770, 100851 425692, 100496 425732, 100166 425834, 100073 425988, 100280 426076, 100488 426439, 100025 426563, 99912 426685, 99747 426303, 99412 425827, 99443 425813, 99492 425739, 99658 425602, 99748 425366, 99874 425384))",3334,2,53.87088795448924,50.945728767461986,58.792162698412696,38.943808532778355,49.792843691148775,69.23375113063703,43.21131879543095,53.952964723542664,51.704052546783984,12.022292993630574,13.05732484076433,15.525477707006369,10.16,13.614649681528665,51.11821086261981,10.295291300877892,17.595541401273884,14.331210191082802
3353,"POLYGON ((107114 426556, 107152 426812, 107302 426877, 107607 427403, 107102 427682, 106444 426526, 106561 426030, 107303 426209, 107469 426408, 107114 426556))",3353,2,67.85802621815483,77.00581035974781,54.96031746031746,80.73621227887617,86.94287507846829,41.62036438816384,38.68120456905504,55.05379034275707,58.817697360267694,33.75796178343949,54.93630573248408,11.06687898089172,69.84,76.27388535031847,15.495207667731629,7.182761372705507,19.26751592356688,22.452229299363054
3706,"POLYGON ((143875 456973, 143885 456988, 143896 456969, 143898 456942, 144500 457041, 144883 457180, 144668 457717, 143605 457548, 143703 457307, 142915 456954, 143044 456617, 143200 456660, 143329 456504, 143494 456521, 143524 456712, 143868 456936, 143866 456945, 143881 456974, 143875 456973))",3706,3,67.67252040563937,54.493756953888,81.0391865079365,72.16441207075962,54.55116133082235,27.510014213722705,70.83333333333334,43.58268701526144,54.542074606518774,48.68995633187773,28.16593886462882,72.81659388646288,62.56921373200443,29.475982532751093,12.924424972617745,57.9295154185022,16.157205240174672,29.58515283842795
3768,"POLYGON ((150669 465608, 150676 465532, 150364 464790, 150086 464941, 149931 464628, 149736 464438, 149581 464490, 149405 464713, 149231 464420, 149412 464331, 149202 464096, 148388 463372, 147202 462392, 146311 461886, 146048 461771, 145968 461196, 146030 460917, 146265 460416, 146570 459659, 147107 459877, 147262 459509, 147634 459715, 147844 459670, 148826 459675, 149080 459810, 149087 460012, 148858 460258, 149126 460613, 149310 460775, 149837 460560, 149987 460679, 150413 460778, 150433 461048, 150892 461078, 151209 461162, 151517 461977, 151602 462750, 151636 463359, 151682 463545, 152008 463568, 152090 463942, 152306 464727, 152242 464837, 152450 465079, 152448 465274, 151834 465543, 151601 466017, 151276 466097, 151142 466014, 150808 465970, 150657 466052, 150489 465820, 150669 465608), (150669 465608, 150917 465348, 151330 465157, 151505 465131, 152026 464890, 151693 464684, 151327 464837, 150669 465608))",3768,4,80.80633193173387,80.98652491037211,81.90724206349206,82.32310093652445,83.07595731324545,57.00994960589223,74.35098650051921,83.18739054290718,78.84496220101623,80.78358208955224,75.93283582089553,86.46125116713353,83.14285714285714,78.35820895522389,33.58490566037736,73.45971563981043,80.09345794392523,72.8544776119403
3931,"POLYGON ((158328 451042, 158200 450759, 158362 450611, 158585 450805, 159013 450773, 159207 450535, 159554 451287, 160072 450997, 160054 451150, 160475 451434, 161173 451620, 161734 451997, 162136 452116, 162590 452086, 162429 453618, 162468 453716, 162096 453686, 161930 453572, 161630 453490, 161110 453823, 160928 453876, 160738 454048, 160432 454205, 160378 454449, 159938 454664, 159968 454862, 160268 454979, 160531 455302, 160998 455777, 161139 455795, 161776 456160, 161684 456490, 161719 456766, 161652 457483, 162306 458102, 162310 458287, 162170 458478, 161798 458575, 161509 458661, 161293 458804, 161108 458377, 161024 457632, 160842 457058, 160503 456909, 159823 457459, 158875 457643, 158766 457336, 158560 457070, 158476 456834, 158096 456512, 157876 456413, 157319 456517, 157260 456658, 156905 456875, 156569 457204, 156393 457181, 156181 457301, 155927 455897, 155968 455675, 154459 455790, 153435 455983, 153497 456507, 153413 457031, 153283 457203, 152791 457113, 152391 457150, 151665 457503, 151082 457305, 150810 457456, 150652 457621, 150464 457654, 150474 457497, 150204 457185, 150009 457100, 150093 456903, 149862 456827, 149783 456998, 149411 456827, 149341 456981, 148975 456864, 148919 456667, 148989 456501, 149041 456391, 150191 455739, 150288 455819, 150447 455510, 150616 455522, 150925 455348, 151233 455101, 151242 454886, 151339 454796, 151568 455028, 152382 454867, 154460 454491, 154817 454444, 155044 454160, 155310 454034, 155783 454065, 156117 454156, 156273 454108, 156358 453809, 156245 453635, 155846 453436, 155802 453190, 155753 453127, 155699 452719, 155894 452612, 156008 452890, 156742 453569, 157083 453679, 157423 453860, 157642 453765, 157890 453810, 158446 453749, 158502 453540, 158446 453311, 158385 452629, 158265 452348, 157978 452306, 157847 452116, 157926 451618, 158328 451042))",3931,3,91.96141479099678,92.59488193843492,90.36458333333334,86.87565036420395,91.04833647206527,96.2010595684197,90.26479750778816,94.9337002752064,93.2829346883133,89.30131004366812,88.75545851528385,88.53711790393012,82.05980066445183,82.31441048034934,92.99014238773276,91.29955947136564,94.21397379912663,92.68558951965066
4205,"POLYGON ((125916 430421, 125623 429814, 125266 429914, 125363 430200, 124120 430646, 124062 430684, 124209 430064, 124371 428561, 124104 428557, 124001 428365, 124313 428398, 124932 428321, 125056 428268, 125724 427770, 125819 427614, 125785 427247, 125993 427110, 126430 427429, 126678 427879, 126788 428207, 126858 428654, 127031 429333, 127176 429915, 126448 430233, 125916 430421))",4205,2,80.1261439525105,78.2049697119545,84.1765873015873,70.99375650364203,80.91650973006905,93.60382478356377,75.80477673935619,68.0385288966725,75.337712231999,60.90764331210191,57.72292993630573,65.60509554140127,47.760000000000005,61.46496815286624,91.77316293929712,57.46209098164405,40.36624203821656,54.29936305732485
4211,"POLYGON ((128735 429858, 128696 429647, 128872 429324, 128934 429782, 129117 429834, 130672 429851, 131448 429575, 131596 429679, 131492 429855, 131273 429956, 131339 430130, 130180 430066, 129403 430134, 128982 430010, 128687 429999, 128413 430126, 128050 430438, 127912 430369, 128207 429660, 128232 429372, 128320 428849, 128248 428607, 128270 428518, 128313 428494, 128511 429051, 128399 429270, 128551 429420, 128366 429599, 128465 429734, 128735 429858))",4211,5,19.799653722483303,25.03399678575844,10.453869047619047,0.0,28.562460765850595,21.566093810569843,10.033748701973002,29.034275706780083,21.415293097038045,38.31514843948237,47.5019021049962,20.637755102040817,0.0,54.683411826268966,40.03317666574509,19.55431754874652,54.17964693665627,40.80020387359837
4651,"POLYGON ((85241 401583, 84688 401344, 84417 401426, 84344 401925, 84206 402148, 83930 402279, 83665 402250, 83130 401987, 82753 402099, 82467 402239, 82132 402269, 81754 401977, 81480 402008, 81194 402383, 80870 402601, 80502 402679, 80531 402356, 80144 401563, 80089 401194, 78724 401284, 78775 401017, 78362 400911, 77963 400915, 77751 400691, 77292 400440, 77053 400205, 77031 399896, 76875 399487, 76760 398998, 76485 398785, 76310 398568, 77374 398265, 77354 397930, 77754 397868, 79481 397231, 79552 397223, 79403 396643, 80842 396350, 83365 395844, 83597 395670, 83721 395753, 84454 395557, 84278 396118, 84659 396247, 84273 396898, 84450 396951, 84940 397289, 84972 397562, 84373 398751, 84763 398844, 84747 399360, 84856 399327, 84982 399905, 84822 399959, 84478 400293, 84511 400379, 84990 400756, 85084 400941, 85582 401000, 85436 401438, 85241 401583), (80623 400627, 80416 400915, 80308 401191, 81031 401007, 80623 400627))",4651,4,91.13282216176108,93.88057856348128,84.07738095238095,92.20863683662851,95.56811048336472,96.8212947409226,84.31983385254414,86.8526394796097,90.96542322468709,96.0820895522388,97.76119402985076,90.28944911297852,98.09523809523807,98.78731343283582,94.1509433962264,90.04739336492891,86.82242990654206,94.49626865671642
4812,"POLYGON ((111235 399554, 110951 399567, 111029 399149, 110756 398865, 110541 398567, 110362 398471, 110350 397747, 111318 398171, 111384 398415, 111514 398519, 111633 398965, 111732 399130, 111849 399282, 111889 399537, 111457 399431, 111235 399554))",4812,1,87.60821172396736,87.78588206205958,86.96676587301587,86.40738813735692,83.81669805398619,71.48210363096007,87.64278296988577,95.30898173630224,90.46969884744082,51.67785234899329,55.14541387024609,47.98657718120805,46.5324384787472,54.36241610738255,47.704367301231805,39.821029082774054,76.7337807606264,55.70469798657718
4901,"POLYGON ((118844 405960, 119045 405953, 119408 405604, 119810 405420, 119861 405529, 120040 405498, 120080 405629, 120104 405864, 120072 406872, 119661 406883, 119427 406948, 118465 407376, 118166 407465, 118073 407484, 117916 406995, 118004 406655, 117910 406539, 117821 406073, 117819 405948, 118218 406035, 118663 405905, 118844 405960))",4901,2,97.16794459559732,98.24452960810976,89.12450396825396,98.0098855359001,98.58129315756436,95.1027264504458,93.18535825545172,90.95571678759067,97.24872970628331,97.29299363057324,99.20382165605096,77.86624203821655,98.4,98.72611464968152,94.72843450479232,93.61532322426176,84.39490445859873,98.24840764331208
5122,"MULTIPOLYGON (((123079 399545, 123788 399336, 123844 399573, 123716 400005, 123392 400234, 123040 400182, 122945 399578, 123079 399545)), ((123165 401070, 122919 401008, 123131 400584, 123107 400288, 123373 400322, 123300 400818, 123165 401070)))",5122,3,51.261439525105125,48.74520954382495,55.654761904761905,23.959417273673257,50.98556183301945,45.600206745057505,53.81619937694704,50.18764073054791,46.32544305366216,20.63318777292577,20.305676855895197,26.200873362445417,8.859357696566999,23.689956331877728,27.27272727272727,31.277533039647576,23.253275109170303,18.777292576419217
