postcode,geometry,pc4,stedelijkheid,third_places_total_ranked,third_places_non_medical_total_ranked,third_places_medical_ranked,third_places_food_beverage_ranked,third_places_retail_ranked,third_places_community_ranked,third_places_cultural_ranked,third_places_sport_leisure_ranked,third_places_non_medical_non_retail_total_ranked,third_places_total_ranked_by_urbanisation,third_places_non_medical_total_ranked_by_urbanisation,third_places_medical_ranked_by_urbanisation,third_places_food_beverage_ranked_by_urbanisation,third_places_retail_ranked_by_urbanisation,third_places_community_ranked_by_urbanisation,third_places_cultural_ranked_by_urbanisation,third_places_sport_leisure_ranked_by_urbanisation,third_places_non_medical_non_retail_total_ranked_by_urbanisation
2692,"MULTIPOLYGON (((72738 445417, 72579 445506, 72375 445574, 72202 445230, 72468 445233, 72790 445131, 72738 445417)), ((70683 446859, 70617 446926, 70209 446803, 70321 446435, 70542 445938, 70824 446102, 70789 446575, 70683 446859)))",2692,2,50.878060845906504,47.78093707504018,55.654761904761905,23.959417273673257,52.253609541745135,37.49838480423827,33.57995846313603,52.7395546659995,43.05366216383691,9.156050955414011,9.872611464968154,11.464968152866245,4.3999999999999995,15.843949044585989,11.900958466453677,5.18754988028731,16.24203821656051,7.961783439490445
2693,"MULTIPOLYGON (((71835 446030, 71943 445820, 71856 445665, 72288 445711, 72256 445909, 71973 445894, 71835 446030)), ((72200 446819, 72063 447263, 71794 447170, 71927 446895, 71775 446460, 71823 446240, 72179 446300, 72292 445832, 72371 445845, 72579 445506, 72738 445417, 72741 445471, 72742 445572, 72420 446007, 72363 446376, 72350 446427, 72200 446819)))",2693,3,32.636655948553056,30.300407961429094,37.4875992063492,0.0,31.989956057752668,8.424861093164491,33.57995846313603,37.55316487365524,28.144751518155903,5.567685589519651,5.895196506550218,8.73362445414847,0.0,6.877729257641921,1.642935377875137,12.334801762114536,10.480349344978166,6.550218340611353
2694,"MULTIPOLYGON (((71549 447483, 71369 447402, 71401 447101, 71758 447236, 71549 447483)), ((70584 447275, 70765 447209, 70971 446871, 71356 447088, 71166 447552, 70584 447275)))",2694,2,36.4828097947069,35.65335640993943,38.71527777777778,17.156607700312172,38.819836785938485,27.510014213722705,43.21131879543095,35.851888916687514,33.1639608377742,2.547770700636943,3.7420382165605095,2.7070063694267517,2.8000000000000003,4.45859872611465,5.5910543130990416,10.295291300877892,5.414012738853503,3.7420382165605095
2711,"POLYGON ((94110 453320, 93748 453337, 93195 453195, 93068 453014, 92919 452982, 92896 452904, 93181 452824, 93478 452669, 93576 452532, 93943 452607, 94140 453174, 94124 453317, 94121 453319, 94110 453320))",2711,1,86.17363344051448,90.8888614167388,73.79712301587301,96.54006243496356,94.12429378531073,57.00994960589223,64.69366562824507,68.0385288966725,85.72313793530797,48.54586129753915,62.52796420581655,18.344519015659955,78.29977628635348,78.29977628635348,28.331466965285557,11.85682326621924,21.812080536912752,44.18344519015661
2712,"POLYGON ((95722 450979, 95591 450986, 95290 451380, 94599 451825, 94295 452099, 94334 452234, 93914 452505, 93943 452607, 93576 452532, 93661 452357, 93612 452170, 93037 451537, 93109 451352, 93491 451291, 94407 451164, 94464 451053, 94945 450852, 94986 450933, 95434 450696, 95722 450979))",2712,1,88.23893148651992,92.95339349734208,75.76884920634922,95.4344432882414,94.90269930947896,77.32265150536244,75.80477673935619,85.63922942206655,89.62696740612219,52.79642058165548,67.67337807606265,20.80536912751678,73.15436241610739,79.41834451901566,57.89473684210527,21.140939597315437,50.223713646532445,53.69127516778523
2713,"POLYGON ((93576 452532, 93478 452669, 93181 452824, 92896 452904, 92481 451529, 92904 451490, 93037 451537, 93612 452170, 93661 452357, 93576 452532))",2713,1,70.77665100173138,65.52107800717023,78.39781746031747,60.91311134235172,65.5367231638418,32.704483783434554,79.01090342679127,69.40205153865399,65.4727971247986,18.568232662192393,15.324384787472036,25.727069351230423,12.416107382550337,22.706935123042506,5.039193729003359,26.062639821029084,23.825503355704697,14.205816554809845
2715,"POLYGON ((92186 453146, 92144 452985, 92490 452845, 92140 452687, 92234 452340, 92057 452205, 91968 451888, 92030 451675, 92226 451511, 92481 451529, 92896 452904, 92919 452982, 92584 453015, 92186 453146))",2715,1,60.10388325500866,48.3372481147237,72.13541666666666,38.943808532778355,48.75078468298808,41.62036438816384,43.21131879543095,55.05379034275707,48.22158879662907,8.277404921700224,1.901565995525727,16.55480984340045,2.348993288590604,5.704697986577181,11.534154535274356,3.5794183445190155,8.165548098434003,3.5794183445190155
2716,"POLYGON ((92186 453146, 91832 453251, 91433 453288, 91334 453669, 90889 453882, 90953 454002, 90880 454342, 91143 454522, 91108 454844, 88772 453219, 88731 453139, 88824 452591, 88339 452525, 88800 451925, 89058 451899, 89894 451756, 90231 451631, 90786 451541, 90944 451636, 91248 451644, 92226 451511, 92030 451675, 91968 451888, 92057 452205, 92234 452340, 92140 452687, 92490 452845, 92144 452985, 92186 453146))",2716,1,80.96710363591393,81.13487452095438,82.13045634920636,81.58168574401665,78.01632140615192,77.32265150536244,77.297507788162,89.8173630222667,84.62015119593505,34.899328859060404,39.93288590604027,35.34675615212528,35.682326621923934,42.05816554809844,57.89473684210527,23.154362416107386,61.40939597315436,41.946308724832214
2717,"POLYGON ((93153 454186, 93627 454451, 93856 454708, 93323 455143, 93384 455232, 93982 455666, 94013 455903, 93664 456128, 93716 455876, 92442 455618, 92534 455166, 91617 454974, 91218 454913, 91108 454844, 91143 454522, 90880 454342, 90953 454002, 90889 453882, 91334 453669, 91433 453288, 91832 453251, 92186 453146, 92584 453015, 92919 452982, 93068 453014, 92989 453224, 92738 453301, 92737 453528, 92906 453697, 93153 454186))",2717,2,75.30299282710858,70.23117814315736,82.93650793650794,72.16441207075962,68.90144381669805,60.731360640909685,62.149532710280376,79.18438829121841,72.33857974965919,48.089171974522294,41.79936305732484,62.818471337579616,49.919999999999995,40.047770700636946,37.85942492012779,31.444533120510776,62.57961783439491,47.77070063694268
2718,"MULTIPOLYGON (((92419 449914, 92363 450356, 92259 450380, 92419 449914)), ((92868 450722, 92823 450494, 92950 450301, 92944 450128, 93079 449812, 93293 449678, 94442 449656, 94608 449758, 94953 450194, 95178 450369, 95434 450696, 94986 450933, 94945 450852, 94464 451053, 94407 451164, 93491 451291, 93159 450893, 92868 450722)))",2718,2,85.32030670294336,84.15131660279391,86.71875,58.96201873048908,84.23101067168864,79.0799844941207,79.01090342679127,92.94470853139856,83.96331639608377,71.4171974522293,71.656050955414,71.57643312101911,28.4,68.63057324840764,66.3738019169329,63.12849162011173,88.69426751592357,72.37261146496814
2721,"POLYGON ((98026 452874, 97810 453166, 97390 453508, 96853 452796, 96867 452658, 96613 452336, 96349 452259, 96065 451750, 96431 451635, 96981 451545, 97295 451448, 97400 451677, 97442 451795, 97545 452183, 97926 452787, 98026 452874))",2721,2,80.88053425674005,77.64865867227098,86.18551587301587,74.3366285119667,78.30508474576271,63.98759529654994,83.25545171339563,80.39779834876157,77.22146486553476,62.57961783439491,56.05095541401274,70.30254777070064,55.279999999999994,56.608280254777064,43.13099041533546,71.66799680766161,65.92356687898089,58.20063694267515
2722,"POLYGON ((94746 452749, 94124 453317, 94140 453174, 93943 452607, 93914 452505, 94334 452234, 94295 452099, 94599 451825, 95290 451380, 95591 450986, 95722 450979, 96311 451475, 96431 451635, 96065 451750, 95789 451887, 94746 452749))",2722,1,68.29087311402424,62.0719495611324,76.62450396825396,74.3366285119667,63.92969240426868,27.510014213722705,56.81464174454829,61.99649737302977,60.0074358656587,15.659955257270694,12.527964205816556,22.14765100671141,24.832214765100673,20.02237136465324,2.799552071668533,8.612975391498882,13.982102908277405,8.389261744966444
2723,"POLYGON ((95902 453421, 95661 453836, 95400 453803, 95340 453586, 95373 453334, 94960 452862, 94746 452749, 95789 451887, 95942 452131, 95726 452310, 96001 452672, 96177 452546, 96356 452727, 96198 452875, 96236 453088, 95902 453421))",2723,1,61.05614642592134,59.10495734948695,63.82688492063492,70.99375650364203,48.09792843691149,49.5154412714821,64.69366562824507,73.40505379034276,68.27363985623992,8.501118568232663,10.290827740492167,10.738255033557047,21.252796420581653,5.369127516778524,18.81298992161254,11.85682326621924,29.753914988814316,16.44295302013423
2724,"POLYGON ((95340 453586, 95127 453725, 94380 453887, 94269 453730, 94121 453319, 94124 453317, 94746 452749, 94960 452862, 95373 453334, 95340 453586))",2724,1,66.33687855552807,63.53072073185808,71.09375,49.115504682622266,65.5367231638418,41.62036438816384,72.6246105919003,68.0385288966725,61.55657454455323,13.19910514541387,13.870246085011187,15.771812080536913,5.8165548098434,22.706935123042506,11.534154535274356,17.449664429530202,21.812080536912752,10.17897091722595
2725,"POLYGON ((94577 454420, 94694 454729, 94949 454941, 95281 454978, 95401 455183, 95352 455481, 95011 456015, 94891 456115, 94507 456483, 94197 456305, 94133 455930, 94013 455903, 93982 455666, 93384 455232, 93323 455143, 93856 454708, 93627 454451, 93153 454186, 93478 454257, 93745 454150, 93749 454011, 93586 453779, 94012 453530, 94110 453320, 94121 453319, 94269 453730, 94380 453887, 94577 454420))",2725,2,66.33687855552807,63.53072073185808,71.09375,54.539542143600414,60.69052102950408,45.600206745057505,59.51453790238836,77.38303727795846,65.93134217375139,30.73248407643312,29.777070063694268,38.455414012738856,23.200000000000003,27.30891719745223,19.329073482428115,27.37430167597765,58.51910828025477,34.79299363057325
2726,"POLYGON ((94110 453320, 94012 453530, 93586 453779, 93749 454011, 93745 454150, 93478 454257, 93153 454186, 92906 453697, 92737 453528, 92738 453301, 92989 453224, 93068 453014, 93195 453195, 93748 453337, 94110 453320))",2726,1,63.31931733860995,59.76016812955866,67.95634920634922,38.943808532778355,59.27181418706843,53.223930740405734,72.6246105919003,66.39979984988742,60.602305118354195,9.843400447427292,11.073825503355703,12.751677852348994,2.348993288590604,14.541387024608502,23.516237402015676,17.449664429530202,20.02237136465324,9.284116331096197
2727,"POLYGON ((95661 453836, 95497 454101, 94817 454713, 94666 454417, 94577 454420, 94380 453887, 95127 453725, 95340 453586, 95400 453803, 95661 453836))",2727,1,54.30373485035864,49.1531709729262,61.37152777777778,58.96201873048908,47.59573132454488,53.223930740405734,67.04309449636553,35.851888916687514,50.32841739992564,3.803131991051454,2.460850111856823,8.612975391498882,10.961968680089486,5.1454138702460845,23.516237402015676,13.646532438478747,1.2304250559284116,4.138702460850112
2728,"POLYGON ((95011 456015, 95352 455481, 95401 455183, 95281 454978, 94949 454941, 94694 454729, 94577 454420, 94666 454417, 94817 454713, 95497 454101, 95661 453836, 95902 453421, 95918 453445, 95987 453475, 96099 453711, 96505 454191, 96502 454448, 96691 454683, 96279 455040, 95173 455951, 95011 456015))",2728,2,72.09992579767498,68.41389541352454,77.69097222222221,45.850676378772114,69.19020715630884,63.98759529654994,80.71131879543094,72.72954716037027,68.27363985623992,41.71974522292994,38.296178343949045,53.18471337579618,14.72,40.84394904458598,43.13099041533546,66.56025538707104,49.52229299363057,39.2515923566879
2729,"POLYGON ((96505 454191, 96099 453711, 95987 453475, 95918 453445, 95902 453421, 96236 453088, 96198 452875, 96356 452727, 96177 452546, 96001 452672, 95726 452310, 95942 452131, 95789 451887, 96065 451750, 96349 452259, 96613 452336, 96867 452658, 96853 452796, 97390 453508, 96505 454191))",2729,2,89.05515706158793,85.53591296822846,93.05555555555556,68.02809573361083,85.81293157564343,53.223930740405734,86.82502596053997,93.30748061045784,84.90519271285166,80.49363057324841,74.28343949044586,86.30573248407643,42.0,72.45222929936305,28.27476038338658,80.5267358339984,89.64968152866241,74.52229299363057
2731,"POLYGON ((101508 454606, 101309 454601, 98488 454787, 97925 454766, 97725 454983, 97696 457625, 97642 457839, 97878 458102, 97951 458348, 97879 458608, 97712 458665, 97733 458846, 97603 459033, 97106 459275, 96710 459448, 96668 459291, 96715 457424, 96734 455416, 96533 455344, 96279 455040, 96691 454683, 96502 454448, 96505 454191, 97390 453508, 97810 453166, 98026 452874, 98164 452897, 98615 452571, 98634 452632, 101530 453313, 101508 454606))",2731,4,49.82686124165224,52.664111756706646,46.97420634920635,34.65140478668054,56.57250470809792,49.5154412714821,47.2871235721703,55.05379034275707,49.2626099888462,25.74626865671642,29.570895522388057,22.12885154061625,17.42857142857143,32.83582089552239,26.79245283018868,29.383886255924168,33.177570093457945,26.30597014925373
2735,"POLYGON ((96715 457424, 96540 457486, 96435 457345, 96043 457146, 95986 456681, 95912 456621, 95449 456904, 95247 456801, 94891 456115, 95011 456015, 95173 455951, 96279 455040, 96533 455344, 96734 455416, 96715 457424))",2735,5,1.0017313875834777,0.5933984423290889,2.951388888888889,0.0,0.0,0.0,10.033748701973002,0.0,1.115379848804065,2.0299416391778733,1.1919857976160284,5.790816326530612,0.0,0.0,0.0,19.55431754874652,0.0,2.166156982670744
2741,"POLYGON ((105101 453113, 104698 453096, 104236 453146, 104421 451170, 104322 448405, 104012 448514, 103837 448502, 103979 448059, 103931 447750, 104279 448097, 104321 448401, 104581 448464, 105246 448707, 105355 448472, 105555 448357, 105543 448140, 105361 447831, 105414 447484, 105576 447389, 106040 447853, 106211 447980, 106594 448077, 106618 448084, 106403 448374, 105748 448598, 105587 448878, 106012 449065, 106580 449428, 106705 449247, 106908 449232, 107328 449585, 107389 449705, 108265 450418, 106990 450761, 106985 450849, 106303 450870, 106478 451765, 105738 451803, 105789 452154, 105604 452392, 105402 452403, 105101 453113))",2741,2,92.25822409102152,94.52342687600444,86.01190476190477,93.69146722164412,95.99497802887632,92.53133479777748,85.17653167185878,89.54215661746309,91.46114760193332,86.86305732484077,91.0828025477707,69.82484076433121,90.32,92.8343949044586,89.37699680511182,76.7757382282522,81.60828025477707,87.10191082802548
2742,"POLYGON ((103191 454485, 101508 454606, 101530 453313, 101596 453047, 101523 452354, 101382 451636, 101752 451440, 101704 451202, 101500 451064, 100373 449939, 100711 449601, 100765 449535, 101624 448671, 101766 448598, 102179 448117, 102687 447607, 102988 447509, 103463 447282, 103931 447750, 103979 448059, 103837 448502, 104012 448514, 104322 448405, 104421 451170, 104236 453146, 103650 453211, 103559 454182, 103148 454267, 102767 454293, 102770 454515, 103191 454485), (103627 450787, 103932 450425, 104186 450578, 104342 450406, 103286 449344, 102703 449912, 103159 450370, 103381 450477, 103408 450609, 103627 450787))",2742,2,84.40514469453376,82.60600815922858,86.71875,66.35015608740895,84.23101067168864,77.32265150536244,72.6246105919003,89.54215661746309,80.60478374024042,69.18789808917197,67.35668789808918,71.57643312101911,38.879999999999995,68.63057324840764,63.17891373801917,49.48124501197127,81.60828025477707,65.843949044586
2743,"POLYGON ((103627 450787, 103408 450609, 103381 450477, 103159 450370, 102703 449912, 103286 449344, 104342 450406, 104186 450578, 103932 450425, 103627 450787))",2743,3,64.22211229285185,61.28075163802696,68.56398809523809,62.73413111342352,56.57250470809792,63.98759529654994,69.09397715472481,67.23792844633475,65.4727971247986,43.01310043668122,39.519650655021834,49.0174672489083,52.71317829457365,32.096069868995635,46.22124863088718,54.73568281938326,47.161572052401745,49.0174672489083
2751,"POLYGON ((100711 449601, 100373 449939, 101500 451064, 101704 451202, 101752 451440, 101382 451636, 101523 452354, 101596 453047, 101530 453313, 98634 452632, 98615 452571, 98416 451244, 98303 450777, 98341 450673, 99484 450821, 100711 449601))",2751,4,57.04922087558744,57.31239955495116,58.50694444444444,38.943808532778355,62.209667294413066,53.223930740405734,67.04309449636553,53.952964723542664,53.054901474780024,36.75373134328358,35.5410447761194,42.296918767507,21.714285714285715,41.32462686567165,30.09433962264151,59.33649289099526,31.68224299065421,31.343283582089555
2752,"POLYGON ((100711 449601, 99484 450821, 98341 450673, 98470 450315, 99393 450445, 99586 450514, 99660 450275, 100016 449921, 100207 449603, 99889 449285, 100222 448951, 100744 449471, 100765 449535, 100711 449601))",2752,5,7.667573583972298,6.651007541105204,10.453869047619047,0.0,12.052730696798491,8.424861093164491,0.0,3.2524393294971228,2.8008427314413185,15.173813752854606,13.187927973624143,20.637755102040817,0.0,23.83568812140241,16.36715510091236,0.0,6.4901349948078915,5.479102956167177
2761,"POLYGON ((100765 449535, 100744 449471, 100222 448951, 99889 449285, 100207 449603, 100016 449921, 99660 450275, 99586 450514, 99393 450445, 98470 450315, 98478 450037, 98247 449751, 98110 449277, 98101 448859, 98047 448693, 97986 448059, 98016 447632, 97918 447311, 97860 446769, 97657 446270, 97666 446158, 97496 445594, 97295 445395, 97260 445156, 97314 444817, 97427 444134, 97578 444064, 97647 443710, 97774 443564, 97624 443245, 97326 443024, 97445 442849, 97850 442476, 98208 442696, 98325 442934, 98635 442848, 98978 442920, 99438 443323, 99093 443220, 98871 443718, 99471 443948, 99484 444190, 99367 444533, 99529 444626, 99483 444917, 100548 445397, 100843 444691, 101002 444817, 102100 445923, 103463 447282, 102988 447509, 102687 447607, 102179 448117, 101766 448598, 101624 448671, 100765 449535))",2761,4,83.48998268612416,86.84633452837186,79.01785714285714,73.19198751300729,87.57062146892656,75.41025972347849,84.31983385254414,91.48111083312484,84.90519271285166,85.26119402985076,86.47388059701493,82.35294117647058,67.61904761904762,86.38059701492537,56.509433962264154,90.04739336492891,92.71028037383178,83.95522388059702
2771,"POLYGON ((108256 456485, 107803 456537, 106333 456847, 105460 457052, 105413 456921, 104777 457020, 103878 456844, 104271 455607, 103248 455688, 103356 455192, 103248 455195, 103360 454673, 103191 454485, 102770 454515, 102767 454293, 103148 454267, 103559 454182, 103650 453211, 104236 453146, 104698 453096, 105101 453113, 105539 453096, 105523 453294, 106318 453263, 106452 452561, 106635 452546, 106865 453603, 106940 453703, 107497 453502, 107633 454177, 108226 454504, 108783 454509, 108936 454957, 108796 455333, 108510 456365, 108256 456485))",2771,4,94.02671283700222,94.04129064161206,92.6215277777778,87.77315296566077,93.69742623979911,95.1027264504458,95.84631360332295,92.94470853139856,93.77865906555954,98.88059701492536,98.0410447761194,98.4126984126984,92.85714285714286,95.98880597014924,90.28301886792453,100.0,94.67289719626169,98.13432835820896
2801,"POLYGON ((108462 447953, 108242 447923, 107738 447951, 107199 448095, 106875 448130, 106618 448084, 106594 448077, 106713 447600, 107278 447618, 107501 447584, 107755 447447, 108012 447192, 108012 447068, 108265 446803, 108683 446640, 108915 446741, 108849 447320, 108739 447502, 108486 447664, 108478 447843, 108462 447953))",2801,1,98.31808063319318,98.78847818024478,90.46378968253968,98.88137356919874,99.09604519774012,86.27729680837317,97.42990654205607,90.65549161871404,98.14103358532655,85.68232662192393,89.48545861297539,56.71140939597315,90.6040268456376,92.61744966442951,73.1243001119821,78.85906040268456,63.87024608501118,84.56375838926175
2802,"POLYGON ((108683 446640, 108265 446803, 108012 447068, 108012 447192, 107755 447447, 107501 447584, 107278 447618, 106713 447600, 106777 447403, 107112 446972, 107324 446528, 107318 446231, 107437 446049, 107399 445771, 107473 445531, 107830 445621, 107967 445716, 108306 446150, 108683 446640))",2802,2,74.80831066040069,74.01409321300531,77.9141865079365,74.3366285119667,73.70998116760829,63.98759529654994,84.31983385254414,74.64348261195897,74.80480852645928,47.37261146496815,49.203821656050955,53.66242038216561,55.279999999999994,48.48726114649681,43.13099041533546,74.38148443735035,52.86624203821656,52.78662420382165
2803,"POLYGON ((107389 449705, 107328 449585, 106908 449232, 106705 449247, 106580 449428, 106012 449065, 105587 448878, 105748 448598, 106403 448374, 106618 448084, 106875 448130, 107199 448095, 107738 447951, 108242 447923, 108462 447953, 108389 448507, 108338 448580, 107389 449705))",2803,2,88.09052683650755,78.52639386821609,95.2876984126984,68.02809573361083,75.19146264908977,91.78188396433649,85.17653167185878,83.18739054290718,82.19110174742843,77.62738853503186,58.917197452229296,91.95859872611464,42.0,50.71656050955414,88.01916932907349,76.7757382282522,70.85987261146497,69.02866242038218
2804,"POLYGON ((109052 449876, 108960 450204, 108620 450264, 108265 450418, 107389 449705, 108338 448580, 108674 448793, 108809 448982, 108955 448990, 109126 449091, 109109 449598, 109052 449876))",2804,2,83.48998268612416,81.67882309308938,86.34672619047619,60.91311134235172,83.07595731324545,94.65047163716244,80.71131879543094,80.39779834876157,80.17102491014995,67.03821656050955,65.52547770700637,70.78025477707006,30.959999999999997,67.35668789808918,94.08945686900958,66.56025538707104,65.92356687898089,64.88853503184714
2805,"POLYGON ((111299 447534, 111200 447728, 110986 447819, 110832 448447, 110357 448466, 110196 448721, 109956 448720, 109313 448841, 109173 449112, 109180 449865, 109052 449876, 109109 449598, 109126 449091, 108955 448990, 108809 448982, 108674 448793, 108338 448580, 108389 448507, 108462 447953, 108478 447843, 108607 447840, 110338 447645, 111299 447534))",2805,1,83.00766757358397,75.8561008777352,90.69940476190476,69.52393340270552,72.04017576898933,73.48494637550071,88.46053997923157,82.11158368776582,79.6753005329037,40.044742729306485,29.418344519015665,57.494407158836694,19.12751677852349,32.32662192393736,51.62374020156775,41.49888143176734,42.05816554809844,32.997762863534675
2806,"POLYGON ((110338 447645, 108607 447840, 108478 447843, 108486 447664, 108739 447502, 108849 447320, 108915 446741, 109496 446719, 109876 446934, 110015 446935, 110333 446737, 110123 446899, 110324 447168, 110275 447498, 110338 447645))",2806,1,82.09250556517438,72.19681048337249,91.49305555555556,72.16441207075962,66.03892027620842,80.96653314381703,88.46053997923157,73.40505379034276,77.53129260131367,38.14317673378076,23.2662192393736,60.29082774049217,22.818791946308725,23.37807606263982,64.16573348264278,41.49888143176734,29.753914988814316,29.97762863534675
2807,"POLYGON ((110338 447645, 110275 447498, 110324 447168, 110123 446899, 110333 446737, 110407 446696, 110934 446254, 111400 446187, 111397 446352, 111403 446430, 111581 446254, 111723 446251, 111327 447465, 111299 447534, 110338 447645))",2807,2,75.6616373979718,66.94276177525033,85.87549603174604,56.971904266389174,63.92969240426868,60.731360640909685,84.31983385254414,72.02902176632475,70.00867517660181,49.044585987261144,35.35031847133758,69.42675159235668,26.08,31.84713375796178,37.85942492012779,74.38148443735035,48.009554140127385,42.675159235668794
2808,"POLYGON ((110333 446737, 110015 446935, 109876 446934, 109496 446719, 108915 446741, 108683 446640, 108306 446150, 108694 445856, 108832 445969, 109102 445765, 109674 446100, 109338 446513, 109764 446747, 109930 446757, 110380 446596, 110407 446696, 110333 446737))",2808,2,17.820925055651742,14.785511188033132,24.06994047619048,17.156607700312172,16.208411801632142,15.221604858508853,19.132917964693664,9.969977483112334,14.066179204362376,0.3184713375796179,0.4777070063694267,0.7165605095541402,2.8000000000000003,0.4777070063694267,1.3578274760383386,2.0750199521149244,0.2388535031847133,0.3980891719745223
2809,"POLYGON ((106594 448077, 106211 447980, 106040 447853, 105576 447389, 105781 447172, 105533 447041, 105048 446557, 105259 446345, 105801 446237, 106448 445587, 106709 445742, 106944 445600, 107163 445595, 107359 446064, 107437 446049, 107318 446231, 107324 446528, 107112 446972, 106777 447403, 106713 447600, 106594 448077))",2809,4,48.55305466237942,38.645073556681915,59.114583333333336,17.156607700312172,32.919020715630886,21.566093810569843,50.75285565939771,52.7395546659995,43.05366216383691,23.32089552238806,15.205223880597016,43.32399626517274,7.142857142857142,12.406716417910449,8.773584905660377,33.459715639810426,29.53271028037383,20.42910447761194
2811,"POLYGON ((113638 453157, 111811 453322, 111427 453243, 111025 453240, 110462 452983, 110326 453144, 110533 453468, 110367 453516, 110198 453769, 109237 453143, 109109 454450, 108783 454509, 108226 454504, 107633 454177, 107497 453502, 106940 453703, 106865 453603, 106635 452546, 106452 452561, 106318 453263, 105523 453294, 105539 453096, 105101 453113, 105402 452403, 105604 452392, 105789 452154, 105738 451803, 106478 451765, 106303 450870, 106985 450849, 106990 450761, 108265 450418, 108620 450264, 108960 450204, 109052 449876, 109180 449865, 109173 449112, 109313 448841, 109956 448720, 110196 448721, 110357 448466, 110832 448447, 110986 447819, 111200 447728, 111299 447534, 111327 447465, 111601 447500, 112189 447438, 112687 447450, 113170 447557, 113484 447688, 113879 447921, 114598 448399, 114481 448705, 114223 448679, 113760 450060, 113309 450984, 113248 451392, 113633 453136, 113638 453157))",2811,4,89.93321790749444,90.2460131042156,88.93849206349206,84.01404786680541,87.3697426239799,97.45445147951932,87.64278296988577,94.4208156117088,92.50216879415044,94.40298507462688,91.32462686567165,95.4248366013072,85.61904761904762,86.1007462686567,95.66037735849056,94.40758293838864,96.72897196261682,96.26865671641792
2821,"POLYGON ((113478 444034, 113277 444376, 112984 444264, 112813 444791, 112032 444797, 111763 444826, 111568 444753, 111498 444954, 111252 444931, 111201 445039, 110269 445705, 110268 445701, 110255 445684, 110135 445520, 109937 445461, 108983 444681, 108414 444189, 109223 443529, 108925 443318, 108497 442885, 108650 442434, 108131 441822, 108962 440613, 108956 440517, 109142 439751, 109164 439761, 109186 439772, 110403 440348, 110386 439757, 113170 440536, 113900 440698, 114554 440900, 115201 441131, 115641 441247, 115514 442480, 115088 442146, 114677 443272, 113478 444034))",2821,5,57.92728172149394,61.28075163802696,55.654761904761905,54.539542143600414,66.84243565599498,69.23375113063703,50.75285565939771,56.12959719789843,55.85574420622134,93.8340522709972,94.2176008115648,93.72448979591836,85.28017842207973,96.5986394557823,92.70113353607962,85.04178272980502,90.60228452751818,90.41794087665647
2825,"POLYGON ((108891 438129, 108987 439657, 109142 439751, 108956 440517, 108962 440613, 108131 441822, 108650 442434, 108497 442885, 108925 443318, 109223 443529, 108414 444189, 108041 443818, 107727 443291, 107559 443201, 106855 442420, 106335 441299, 106317 441184, 106412 440400, 106323 440060, 106364 439728, 106032 439361, 107160 438426, 107516 438144, 108333 438287, 108891 438129))",2825,5,35.19663616126639,34.12041043392261,38.132440476190474,23.959417273673257,28.562460765850595,45.600206745057505,38.68120456905504,39.16687515636728,37.984880406493986,66.20147170768841,63.70783667258433,71.12244897959184,44.41037078338445,54.683411826268966,73.18219518938346,69.47075208913648,71.00207684319834,68.85830784913354
2831,"POLYGON ((109674 446100, 109102 445765, 108832 445969, 108694 445856, 108306 446150, 107967 445716, 107830 445621, 107473 445531, 107399 445771, 107437 446049, 107359 446064, 107163 445595, 106944 445600, 106665 445337, 106547 445311, 106330 445078, 106181 444705, 106002 444571, 105869 444305, 105800 443873, 105678 443684, 104756 443380, 104334 443036, 105241 442267, 105922 441645, 106335 441299, 106855 442420, 107559 443201, 107727 443291, 108041 443818, 108414 444189, 108983 444681, 109937 445461, 110135 445520, 110255 445684, 109674 446100))",2831,4,42.95077912441256,42.11892693781679,45.424107142857146,34.65140478668054,45.323289391086,49.5154412714821,33.57995846313603,37.55316487365524,38.6912876440699,18.097014925373134,17.63059701492537,20.354808590102703,17.42857142857143,20.522388059701495,26.79245283018868,17.819905213270143,15.887850467289718,16.417910447761194
2841,"POLYGON ((105576 447389, 105414 447484, 105361 447831, 105543 448140, 105555 448357, 105355 448472, 105246 448707, 104581 448464, 104321 448401, 104279 448097, 103931 447750, 103463 447282, 102100 445923, 103230 444790, 103584 444436, 104388 443626, 103948 443316, 104247 442990, 104334 443036, 104756 443380, 105678 443684, 105800 443873, 105869 444305, 106002 444571, 106181 444705, 106330 445078, 106547 445311, 106665 445337, 106944 445600, 106709 445742, 106448 445587, 105801 446237, 105259 446345, 105048 446557, 105533 447041, 105781 447172, 105576 447389))",2841,3,80.37348503586446,81.44393620966744,80.23313492063492,79.90374609781477,82.09667294413056,82.94353275617004,72.6246105919003,84.250688016012,81.16247366464245,69.10480349344978,71.39737991266377,71.39737991266377,70.87486157253599,69.21397379912663,72.3986856516977,60.68281938325991,75.65502183406113,71.61572052401746
